,batting_team,bowling_team,city,current_score,balls_left,wicket_left,crr,last_five,runs_x
33615,Kings XI Punjab,Rajasthan Royals,Chandigarh,91,73,9,11.617021276595745,39.0,195
21784,Sunrisers Hyderabad,Kolkata Knight Riders,Abu Dhabi,59,62,8,6.103448275862069,28.0,142
12842,Rajasthan Royals,Delhi Capitals,Jaipur,168,16,6,9.692307692307692,39.0,191
58221,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,94,70,10,11.28,60.0,211
51067,Kings XI Punjab,Mumbai Indians,Mumbai,76,69,8,8.941176470588236,39.0,177
46519,Kings XI Punjab,Kolkata Knight Riders,Abu Dhabi,99,42,6,7.615384615384615,40.0,132
19591,Kings XI Punjab,Rajasthan Royals,Sharjah,179,23,10,11.072164948453608,47.0,223
5168,Royal Challengers Bangalore,Kolkata Knight Riders,Bengaluru,108,33,7,7.448275862068965,34.0,175
56181,Kolkata Knight Riders,Mumbai Indians,Kolkata,170,11,6,9.357798165137615,49.0,187
36706,Royal Challengers Bangalore,Chennai Super Kings,Chennai,122,44,9,9.631578947368421,53.0,205
42169,Mumbai Indians,Royal Challengers Bangalore,Mumbai,136,32,7,9.272727272727273,42.0,194
52037,Mumbai Indians,Royal Challengers Bangalore,Bangalore,46,88,10,8.625,44.0,209
11802,Kings XI Punjab,Rajasthan Royals,Chandigarh,68,67,8,7.69811320754717,47.0,182
31702,Mumbai Indians,Kings XI Punjab,Chandigarh,117,25,5,7.389473684210526,38.0,154
52427,Chennai Super Kings,Royal Challengers Bangalore,Bangalore,68,71,9,8.326530612244898,47.0,181
34040,Mumbai Indians,Rajasthan Royals,Jaipur,66,32,6,4.5,16.0,94
20314,Chennai Super Kings,Rajasthan Royals,Abu Dhabi,75,39,6,5.555555555555555,22.0,125
19601,Kings XI Punjab,Rajasthan Royals,Sharjah,194,13,9,10.878504672897197,46.0,223
320,Royal Challengers Bangalore,Kings XI Punjab,Indore,60,53,7,5.373134328358209,36.0,148
44504,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,49,58,7,4.741935483870968,31.0,136
19359,Royal Challengers Bangalore,Chennai Super Kings,Dubai,163,3,6,8.35897435897436,67.0,169
55150,Kings XI Punjab,Chennai Super Kings,Chandigarh,76,40,5,5.7,23.0,130
1965,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,104,26,6,6.638297872340425,44.0,138
50688,Rajasthan Royals,Kings XI Punjab,Pune,60,69,7,7.0588235294117645,44.0,162
18470,Rajasthan Royals,Sunrisers Hyderabad,Dubai,135,9,4,7.297297297297297,42.0,154
40786,Kings XI Punjab,Rajasthan Royals,Jaipur,46,66,6,5.111111111111111,36.0,124
23775,Kolkata Knight Riders,Mumbai Indians,Kolkata,73,51,7,6.3478260869565215,27.0,137
25443,Kolkata Knight Riders,Rajasthan Royals,Kolkata,46,71,8,5.63265306122449,34.0,147
7667,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,128,2,4,6.508474576271187,39.0,139
46727,Royal Challengers Bangalore,Kings XI Punjab,Dubai,50,77,6,6.976744186046512,24.0,124
44175,Sunrisers Hyderabad,Mumbai Indians,Mumbai,157,15,8,8.971428571428572,47.0,178
578,Kings XI Punjab,Kolkata Knight Riders,Kolkata,98,49,7,8.28169014084507,37.0,170
33142,Chennai Super Kings,Kings XI Punjab,Chandigarh,42,74,8,5.478260869565218,38.0,188
22927,Mumbai Indians,Royal Challengers Bangalore,Mumbai,104,31,6,7.01123595505618,30.0,165
39479,Rajasthan Royals,Mumbai Indians,Jaipur,143,11,6,7.871559633027523,42.0,162
55288,Rajasthan Royals,Kolkata Knight Riders,Mumbai,149,27,6,9.612903225806452,39.0,199
7999,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,101,46,7,8.18918918918919,50.0,178
15157,Mumbai Indians,Chennai Super Kings,Hyderabad,45,88,8,8.4375,43.0,149
54965,Mumbai Indians,Kolkata Knight Riders,Mumbai,105,29,6,6.923076923076923,36.0,171
31472,Chennai Super Kings,Mumbai Indians,Chennai,146,9,6,7.891891891891892,27.0,165
34547,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,186,13,6,10.429906542056075,52.0,205
23783,Kolkata Knight Riders,Mumbai Indians,Kolkata,77,43,6,6.0,28.0,137
23501,Kolkata Knight Riders,Chennai Super Kings,Chennai,64,77,7,8.930232558139535,32.0,147
19047,Kolkata Knight Riders,Kings XI Punjab,Abu Dhabi,62,58,8,6.0,39.0,164
25101,Kolkata Knight Riders,Mumbai Indians,Mumbai,31,67,5,3.509433962264151,10.0,67
34116,Kings XI Punjab,Kolkata Knight Riders,Kolkata,41,78,8,5.857142857142857,25.0,119
31606,Kings XI Punjab,Rajasthan Royals,Jaipur,151,1,4,7.61344537815126,25.0,153
26459,Chennai Super Kings,Royal Challengers Bangalore,Port Elizabeth,115,43,8,8.96103896103896,31.0,179
6979,Mumbai Indians,Kings XI Punjab,Mumbai,74,62,6,7.655172413793103,24.0,186
56188,Kolkata Knight Riders,Mumbai Indians,Kolkata,181,5,6,9.443478260869565,53.0,187
18222,Sunrisers Hyderabad,Chennai Super Kings,Dubai,145,13,6,8.130841121495328,67.0,164
24351,Rajasthan Royals,Mumbai Indians,Mumbai,41,88,8,7.6875,40.0,103
55856,Mumbai Indians,Chennai Super Kings,Kolkata,57,85,9,9.771428571428572,56.0,202
12952,Sunrisers Hyderabad,Chennai Super Kings,Chennai,134,30,8,8.933333333333334,39.0,175
34438,Rajasthan Royals,Chennai Super Kings,Chennai,146,1,4,7.361344537815126,32.0,147
21020,Delhi Capitals,Chennai Super Kings,Dubai,61,74,10,7.956521739130435,47.0,175
14052,Mumbai Indians,Sunrisers Hyderabad,Mumbai,54,77,9,7.534883720930233,32.0,162
16976,Kings XI Punjab,Chennai Super Kings,Abu Dhabi,125,14,4,7.0754716981132075,50.0,153
18570,Delhi Capitals,Royal Challengers Bangalore,Dubai,124,33,7,8.551724137931034,41.0,196
4506,Sunrisers Hyderabad,Mumbai Indians,Mumbai,46,87,6,8.363636363636363,36.0,118
53908,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,116,27,5,7.483870967741935,36.0,167
2831,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,137,24,6,8.5625,41.0,176
29967,Kings XI Punjab,Chennai Super Kings,Chennai,129,2,2,6.559322033898305,32.0,136
57231,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,53,76,9,7.2272727272727275,40.0,185
37535,Mumbai Indians,Kings XI Punjab,Mumbai,48,75,10,6.4,40.0,163
48448,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,54,86,10,9.529411764705882,45.0,205
39098,Royal Challengers Bangalore,Mumbai Indians,Bangalore,133,14,5,7.528301886792453,41.0,171
43280,Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,83,39,7,6.148148148148148,29.0,161
18794,Chennai Super Kings,Mumbai Indians,Sharjah,52,59,3,5.114754098360656,30.0,114
49473,Chennai Super Kings,Sunrisers Hyderabad,Ranchi,92,51,7,8.0,24.0,185
16069,Royal Challengers Bangalore,Mumbai Indians,Abu Dhabi,97,45,8,7.76,30.0,164
14130,Mumbai Indians,Sunrisers Hyderabad,Mumbai,162,0,5,8.1,48.0,162
17167,Mumbai Indians,Kolkata Knight Riders,Abu Dhabi,85,69,9,10.0,54.0,195
23268,Kings XI Punjab,Mumbai Indians,Chandigarh,91,62,8,9.413793103448276,51.0,182
45349,Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,151,4,5,7.810344827586207,55.0,163
3224,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,141,2,2,7.169491525423729,31.0,147
35610,Royal Challengers Bangalore,Chennai Super Kings,Mumbai,133,21,7,8.06060606060606,48.0,175
3039,Kolkata Knight Riders,Chennai Super Kings,Chennai,88,63,6,9.263157894736842,48.0,202
40056,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,61,57,7,5.809523809523809,24.0,130
5628,Royal Challengers Bangalore,Chennai Super Kings,Pune,61,66,7,6.777777777777778,32.0,127
33732,Mumbai Indians,Chennai Super Kings,Mumbai,45,81,8,6.923076923076923,36.0,164
22279,Royal Challengers Bangalore,Sunrisers Hyderabad,Abu Dhabi,56,58,8,5.419354838709677,31.0,131
32334,Mumbai Indians,Royal Challengers Bangalore,Bangalore,142,23,6,8.783505154639176,56.0,191
50436,Kings XI Punjab,Kolkata Knight Riders,Bangalore,42,76,8,5.7272727272727275,23.0,199
27667,Royal Challengers Bangalore,Rajasthan Royals,Centurion,38,77,7,5.3023255813953485,27.0,105
40553,Royal Challengers Bangalore,Chennai Super Kings,Chennai,73,49,8,6.169014084507042,38.0,165
18944,Rajasthan Royals,Royal Challengers Bangalore,Dubai,108,36,7,7.714285714285714,31.0,177
7020,Mumbai Indians,Kings XI Punjab,Mumbai,154,23,4,9.525773195876289,62.0,186
14365,Rajasthan Royals,Delhi Capitals,Delhi,98,11,2,5.394495412844036,32.0,115
37660,Royal Challengers Bangalore,Rajasthan Royals,Jaipur,49,74,9,6.391304347826087,28.0,189
34285,Mumbai Indians,Kings XI Punjab,Mumbai,110,32,8,7.5,45.0,159
46958,Sunrisers Hyderabad,Mumbai Indians,Dubai,38,90,8,7.6,38.0,172
19487,Kolkata Knight Riders,Mumbai Indians,Abu Dhabi,142,1,5,7.159663865546219,47.0,148
11225,Kolkata Knight Riders,Delhi Capitals,Kolkata,126,27,5,8.129032258064516,50.0,178
48495,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,108,40,8,8.1,43.0,205
16281,Kolkata Knight Riders,Chennai Super Kings,Abu Dhabi,50,85,9,8.571428571428571,43.0,167
33049,Royal Challengers Bangalore,Mumbai Indians,Bangalore,67,45,8,5.36,33.0,140
32647,Mumbai Indians,Royal Challengers Bangalore,Mumbai,62,77,8,8.651162790697674,41.0,184
28903,Chennai Super Kings,Kings XI Punjab,Durban,61,71,8,7.469387755102041,33.0,116
15100,Delhi Capitals,Chennai Super Kings,Visakhapatnam,103,23,4,6.371134020618556,28.0,147
3264,Kings XI Punjab,Royal Challengers Bangalore,Bengaluru,50,83,7,8.108108108108109,30.0,155
45475,Chennai Super Kings,Kings XI Punjab,Abu Dhabi,187,6,7,9.842105263157896,54.0,205
35034,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,122,20,6,7.32,37.0,146
9699,Royal Challengers Bangalore,Rajasthan Royals,Jaipur,71,66,8,7.888888888888889,42.0,158
15681,Rajasthan Royals,Chennai Super Kings,Sharjah,126,57,9,12.0,77.0,216
57161,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,153,24,8,9.5625,66.0,194
43180,Mumbai Indians,Chennai Super Kings,Mumbai,99,17,5,5.766990291262136,32.0,139
26828,Mumbai Indians,Kolkata Knight Riders,Port Elizabeth,121,50,10,10.371428571428572,56.0,187
17898,Rajasthan Royals,Royal Challengers Bangalore,Abu Dhabi,35,87,7,6.363636363636363,30.0,154
41385,Rajasthan Royals,Royal Challengers Bangalore,Bangalore,40,76,8,5.454545454545454,30.0,117
40271,Kings XI Punjab,Chennai Super Kings,Chandigarh,42,85,8,7.2,37.0,138
5304,Royal Challengers Bangalore,Mumbai Indians,Bengaluru,138,20,7,8.28,42.0,167
27916,Mumbai Indians,Royal Challengers Bangalore,Port Elizabeth,63,65,8,6.872727272727273,32.0,157
9503,Chennai Super Kings,Rajasthan Royals,Chennai,128,13,6,7.177570093457944,45.0,175
4461,Mumbai Indians,Rajasthan Royals,Jaipur,158,9,5,8.54054054054054,31.0,167
51049,Kings XI Punjab,Mumbai Indians,Mumbai,55,86,10,9.705882352941176,51.0,177
36946,Kings XI Punjab,Kolkata Knight Riders,Kolkata,68,54,8,6.181818181818182,42.0,134
43323,Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,161,0,4,8.05,51.0,161
42654,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,79,44,7,6.2368421052631575,35.0,129
3673,Kings XI Punjab,Chennai Super Kings,Chandigarh,130,45,8,10.4,36.0,197
13201,Kolkata Knight Riders,Rajasthan Royals,Kolkata,107,27,6,6.903225806451613,40.0,175
17428,Kings XI Punjab,Royal Challengers Bangalore,Dubai,76,63,9,8.0,36.0,206
29166,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,57,60,6,5.7,38.0,135
42246,Chennai Super Kings,Kolkata Knight Riders,Chennai,72,78,10,10.285714285714286,59.0,200
47399,Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,142,8,6,7.607142857142857,49.0,155
48603,Chennai Super Kings,Royal Challengers Bangalore,Ranchi,62,56,8,5.8125,24.0,138
4416,Mumbai Indians,Rajasthan Royals,Jaipur,105,52,9,9.264705882352942,58.0,167
8315,Delhi Capitals,Mumbai Indians,Mumbai,46,82,8,7.2631578947368425,36.0,213
48346,Rajasthan Royals,Chennai Super Kings,Ranchi,70,63,9,7.368421052631579,45.0,148
15105,Delhi Capitals,Chennai Super Kings,Visakhapatnam,116,18,4,6.823529411764706,38.0,147
47611,Mumbai Indians,Royal Challengers Bangalore,Mumbai,96,47,6,7.890410958904109,26.0,187
49108,Chennai Super Kings,Kolkata Knight Riders,Kolkata,74,46,8,6.0,31.0,154
29813,Mumbai Indians,Royal Challengers Bangalore,Mumbai,93,35,4,6.564705882352941,23.0,151
1796,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,55,71,7,6.73469387755102,32.0,158
25946,Kings XI Punjab,Kolkata Knight Riders,Kolkata,82,60,9,8.2,41.0,174
53746,Chennai Super Kings,Royal Challengers Bangalore,Chennai,63,66,8,7.0,37.0,148
31765,Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,54,85,9,9.257142857142858,47.0,160
33537,Rajasthan Royals,Kolkata Knight Riders,Kolkata,67,52,5,5.911764705882353,29.0,81
54119,Sunrisers Hyderabad,Rajasthan Royals,Mumbai,75,67,9,8.49056603773585,35.0,201
25695,Royal Challengers Bangalore,Chennai Super Kings,Chennai,40,64,7,4.285714285714286,20.0,126
44675,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,55,62,8,5.689655172413793,28.0,130
1110,Kings XI Punjab,Mumbai Indians,Indore,163,20,7,9.78,68.0,198
55116,Kings XI Punjab,Chennai Super Kings,Chandigarh,48,73,7,6.127659574468085,25.0,130
53881,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,81,54,8,7.363636363636363,26.0,167
48636,Chennai Super Kings,Royal Challengers Bangalore,Ranchi,113,25,7,7.136842105263158,46.0,138
2828,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,134,27,6,8.64516129032258,45.0,176
50476,Kings XI Punjab,Kolkata Knight Riders,Bangalore,111,36,8,7.928571428571429,57.0,199
1572,Royal Challengers Bangalore,Mumbai Indians,Mumbai,93,51,7,8.08695652173913,39.0,162
6889,Kings XI Punjab,Royal Challengers Bangalore,Indore,67,58,5,6.483870967741935,25.0,88
57369,Kolkata Knight Riders,Kings XI Punjab,Kolkata,68,61,10,6.915254237288136,36.0,164
11825,Kings XI Punjab,Rajasthan Royals,Chandigarh,95,44,8,7.5,33.0,182
13183,Kolkata Knight Riders,Rajasthan Royals,Kolkata,84,44,6,6.631578947368421,43.0,175
30805,Kings XI Punjab,Mumbai Indians,Mumbai,97,47,6,7.972602739726027,41.0,163
2049,Kings XI Punjab,Kolkata Knight Riders,Chandigarh,56,67,7,6.339622641509434,28.0,167
30007,Kolkata Knight Riders,Mumbai Indians,Mumbai,37,84,10,6.166666666666667,26.0,155
36840,Rajasthan Royals,Kolkata Knight Riders,Kolkata,81,35,7,5.7176470588235295,29.0,131
54393,Kings XI Punjab,Kolkata Knight Riders,Kolkata,100,41,8,7.594936708860759,38.0,183
46047,Chennai Super Kings,Rajasthan Royals,Dubai,78,51,5,6.782608695652174,27.0,140
34642,Chennai Super Kings,Kolkata Knight Riders,Kolkata,59,40,7,4.425,31.0,114
12890,Sunrisers Hyderabad,Chennai Super Kings,Chennai,42,91,9,8.689655172413794,42.0,175
47610,Mumbai Indians,Royal Challengers Bangalore,Mumbai,95,48,6,7.916666666666667,25.0,187
9937,Delhi Capitals,Sunrisers Hyderabad,Delhi,45,74,8,5.869565217391305,30.0,129
31522,Kings XI Punjab,Rajasthan Royals,Jaipur,53,82,8,8.368421052631579,34.0,153
49075,Chennai Super Kings,Kolkata Knight Riders,Kolkata,41,79,9,6.0,36.0,154
16930,Kings XI Punjab,Chennai Super Kings,Abu Dhabi,65,60,8,6.5,21.0,153
16494,Royal Challengers Bangalore,Sunrisers Hyderabad,Sharjah,120,0,3,6.0,26.0,120
18074,Delhi Capitals,Kolkata Knight Riders,Sharjah,146,33,8,10.068965517241379,60.0,228
30296,Rajasthan Royals,Kings XI Punjab,Chandigarh,99,50,8,8.485714285714286,39.0,183
50831,Chennai Super Kings,Sunrisers Hyderabad,Chennai,90,59,9,8.852459016393443,43.0,209
44798,Chennai Super Kings,Mumbai Indians,Delhi,71,59,9,6.983606557377049,31.0,192
3265,Kings XI Punjab,Royal Challengers Bangalore,Bengaluru,51,82,7,8.052631578947368,31.0,155
53495,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,86,71,9,10.53061224489796,48.0,192
42767,Chennai Super Kings,Kings XI Punjab,Chennai,82,54,9,7.454545454545454,45.0,186
661,Royal Challengers Bangalore,Mumbai Indians,Bangalore,32,92,10,6.857142857142857,32.0,142
26088,Mumbai Indians,Rajasthan Royals,Jaipur,83,42,8,6.384615384615385,37.0,145
46803,Royal Challengers Bangalore,Kings XI Punjab,Dubai,123,1,2,6.201680672268908,25.0,124
31687,Mumbai Indians,Kings XI Punjab,Chandigarh,96,40,6,7.2,35.0,154
579,Kings XI Punjab,Kolkata Knight Riders,Kolkata,98,48,7,8.166666666666666,36.0,170
20918,Mumbai Indians,Sunrisers Hyderabad,Sharjah,96,53,8,8.597014925373134,48.0,208
22518,Delhi Capitals,Mumbai Indians,Dubai,57,67,7,6.452830188679245,33.0,156
1199,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,88,57,6,8.380952380952381,23.0,131
47,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,73,74,9,9.521739130434783,46.0,207
51700,Mumbai Indians,Chennai Super Kings,Mumbai,71,54,6,6.454545454545454,40.0,183
34391,Rajasthan Royals,Chennai Super Kings,Chennai,92,46,8,7.45945945945946,32.0,147
45702,Mumbai Indians,Royal Challengers Bangalore,Dubai,93,28,6,6.065217391304348,27.0,115
41821,Sunrisers Hyderabad,Chennai Super Kings,Chennai,133,10,4,7.254545454545455,50.0,159
38695,Mumbai Indians,Royal Challengers Bangalore,Mumbai,85,37,7,6.144578313253012,43.0,141
17465,Kings XI Punjab,Royal Challengers Bangalore,Dubai,128,28,7,8.347826086956522,37.0,206
43661,Kings XI Punjab,Rajasthan Royals,Chandigarh,103,38,8,7.536585365853658,38.0,145
9977,Delhi Capitals,Sunrisers Hyderabad,Delhi,80,35,5,5.647058823529412,27.0,129
19077,Kolkata Knight Riders,Kings XI Punjab,Abu Dhabi,107,28,7,6.978260869565218,45.0,164
47396,Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,140,11,6,7.706422018348624,48.0,155
29527,Rajasthan Royals,Royal Challengers Bangalore,Bangalore,38,73,7,4.851063829787234,20.0,92
15825,Kolkata Knight Riders,Delhi Capitals,Abu Dhabi,117,41,7,8.886075949367088,73.0,194
45084,Rajasthan Royals,Mumbai Indians,Kolkata,118,19,4,7.00990099009901,31.0,165
48524,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,168,11,8,9.247706422018348,60.0,205
355,Royal Challengers Bangalore,Kings XI Punjab,Indore,90,18,6,5.294117647058823,25.0,148
8763,Kolkata Knight Riders,Kings XI Punjab,Kolkata,179,13,7,10.037383177570094,49.0,218
26106,Mumbai Indians,Rajasthan Royals,Jaipur,105,25,7,6.631578947368421,34.0,145
22804,Chennai Super Kings,Kings XI Punjab,Chandigarh,151,32,6,10.295454545454545,63.0,240
7582,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,50,80,6,7.5,36.0,139
53726,Chennai Super Kings,Royal Challengers Bangalore,Chennai,37,84,8,6.166666666666667,37.0,148
17652,Kolkata Knight Riders,Sunrisers Hyderabad,Abu Dhabi,42,89,10,8.129032258064516,42.0,163
18952,Rajasthan Royals,Royal Challengers Bangalore,Dubai,126,28,7,8.217391304347826,38.0,177
57183,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,191,2,5,9.711864406779661,52.0,194
17400,Kings XI Punjab,Royal Challengers Bangalore,Dubai,42,89,10,8.129032258064516,42.0,206
21839,Sunrisers Hyderabad,Kolkata Knight Riders,Abu Dhabi,131,9,7,7.081081081081081,40.0,142
56492,Kings XI Punjab,Kolkata Knight Riders,Chandigarh,47,73,8,6.0,30.0,138
35216,Mumbai Indians,Rajasthan Royals,Mumbai,74,41,7,5.620253164556962,31.0,133
39290,Kolkata Knight Riders,Mumbai Indians,Mumbai,48,65,7,5.236363636363636,26.0,140
52474,Chennai Super Kings,Royal Challengers Bangalore,Bangalore,139,25,5,8.778947368421052,49.0,181
32517,Mumbai Indians,Kolkata Knight Riders,Kolkata,43,82,8,6.7894736842105265,38.0,133
7367,Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,108,49,9,9.126760563380282,42.0,172
38098,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,164,15,9,9.371428571428572,54.0,190
6520,Kolkata Knight Riders,Kings XI Punjab,Indore,135,46,7,10.945945945945946,55.0,245
37450,Rajasthan Royals,Chennai Super Kings,Chennai,85,37,8,6.144578313253012,29.0,146
8876,Mumbai Indians,Royal Challengers Bangalore,Bengaluru,145,23,5,8.969072164948454,54.0,187
585,Kings XI Punjab,Kolkata Knight Riders,Kolkata,104,42,6,8.0,37.0,170
54601,Chennai Super Kings,Rajasthan Royals,Chennai,38,80,8,5.7,27.0,157
5290,Royal Challengers Bangalore,Mumbai Indians,Bengaluru,121,34,8,8.44186046511628,45.0,167
52100,Mumbai Indians,Royal Challengers Bangalore,Bangalore,141,28,8,9.195652173913043,48.0,209
18765,Chennai Super Kings,Mumbai Indians,Sharjah,23,86,5,4.0588235294117645,23.0,114
18077,Delhi Capitals,Kolkata Knight Riders,Sharjah,149,30,8,9.933333333333334,60.0,228
33785,Mumbai Indians,Chennai Super Kings,Mumbai,103,33,7,7.103448275862069,37.0,164
57428,Kolkata Knight Riders,Kings XI Punjab,Kolkata,161,5,8,8.4,45.0,164
50814,Chennai Super Kings,Sunrisers Hyderabad,Chennai,72,76,10,9.818181818181818,48.0,209
8750,Kolkata Knight Riders,Kings XI Punjab,Kolkata,149,25,7,9.410526315789474,57.0,218
36326,Rajasthan Royals,Kolkata Knight Riders,Jaipur,73,55,7,6.7384615384615385,36.0,164
11319,Mumbai Indians,Rajasthan Royals,Mumbai,99,53,9,8.865671641791044,42.0,187
5978,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,38,84,8,6.333333333333333,34.0,146
37712,Royal Challengers Bangalore,Rajasthan Royals,Jaipur,123,23,7,7.608247422680412,58.0,189
39280,Kolkata Knight Riders,Mumbai Indians,Mumbai,41,75,8,5.466666666666667,29.0,140
38816,Rajasthan Royals,Chennai Super Kings,Jaipur,76,41,6,5.772151898734177,36.0,126
44042,Chennai Super Kings,Rajasthan Royals,Jaipur,105,23,7,6.494845360824742,22.0,141
24167,Chennai Super Kings,Rajasthan Royals,Jaipur,87,36,5,6.214285714285714,36.0,109
41819,Sunrisers Hyderabad,Chennai Super Kings,Chennai,126,12,4,7.0,44.0,159
20539,Delhi Capitals,Mumbai Indians,Dubai,49,60,8,4.9,30.0,110
50607,Mumbai Indians,Kolkata Knight Riders,Kolkata,102,28,7,6.6521739130434785,42.0,168
6660,Sunrisers Hyderabad,Chennai Super Kings,Pune,117,35,9,8.258823529411766,60.0,179
49636,Kings XI Punjab,Rajasthan Royals,Chandigarh,146,12,6,8.11111111111111,33.0,179
54022,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,142,41,9,10.784810126582279,54.0,226
46869,Rajasthan Royals,Kolkata Knight Riders,Abu Dhabi,64,59,8,6.295081967213115,34.0,152
42870,Rajasthan Royals,Kolkata Knight Riders,Kolkata,44,76,8,6.0,32.0,132
55930,Mumbai Indians,Chennai Super Kings,Kolkata,184,11,7,10.128440366972477,59.0,202
55771,Royal Challengers Bangalore,Chennai Super Kings,Ranchi,66,45,7,5.28,28.0,139
31073,Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,120,29,7,7.912087912087912,44.0,181
42238,Chennai Super Kings,Kolkata Knight Riders,Chennai,66,86,10,11.647058823529411,61.0,200
54514,Royal Challengers Bangalore,Mumbai Indians,Mumbai,117,44,9,9.236842105263158,62.0,235
29948,Kings XI Punjab,Chennai Super Kings,Chennai,110,21,5,6.666666666666667,40.0,136
31591,Kings XI Punjab,Rajasthan Royals,Jaipur,138,15,5,7.885714285714286,28.0,153
36751,Royal Challengers Bangalore,Chennai Super Kings,Chennai,199,3,4,10.205128205128204,50.0,205
14905,Sunrisers Hyderabad,Delhi Capitals,Visakhapatnam,48,88,9,9.0,47.0,162
5646,Royal Challengers Bangalore,Chennai Super Kings,Pune,80,48,6,6.666666666666667,29.0,127
17190,Mumbai Indians,Kolkata Knight Riders,Abu Dhabi,106,47,8,8.712328767123287,32.0,195
50218,Mumbai Indians,Chennai Super Kings,Mumbai,108,45,8,8.64,49.0,173
14849,Chennai Super Kings,Mumbai Indians,Chennai,97,23,6,6.0,35.0,131
15418,Kolkata Knight Riders,Royal Challengers Bangalore,Abu Dhabi,23,78,6,3.2857142857142856,20.0,84
42930,Rajasthan Royals,Kolkata Knight Riders,Kolkata,115,17,6,6.699029126213592,32.0,132
49454,Chennai Super Kings,Sunrisers Hyderabad,Ranchi,73,70,8,8.76,40.0,185
15990,Kings XI Punjab,Sunrisers Hyderabad,Dubai,122,3,3,6.256410256410256,34.0,126
27572,Rajasthan Royals,Kings XI Punjab,Durban,117,47,10,9.616438356164384,52.0,211
12810,Rajasthan Royals,Delhi Capitals,Jaipur,122,46,9,9.891891891891891,61.0,191
14324,Rajasthan Royals,Delhi Capitals,Delhi,58,48,4,4.833333333333333,23.0,115
46924,Rajasthan Royals,Kolkata Knight Riders,Abu Dhabi,145,4,6,7.5,45.0,152
33987,Mumbai Indians,Rajasthan Royals,Jaipur,32,82,8,5.052631578947368,22.0,94
24624,Chennai Super Kings,Kings XI Punjab,Chennai,123,42,7,9.461538461538462,55.0,181
34896,Kings XI Punjab,Mumbai Indians,Chandigarh,120,35,8,8.470588235294118,46.0,163
22767,Chennai Super Kings,Kings XI Punjab,Chandigarh,82,67,7,9.283018867924529,53.0,240
47248,Kings XI Punjab,Mumbai Indians,Mumbai,117,33,7,8.068965517241379,52.0,168
51344,Mumbai Indians,Rajasthan Royals,Ahmedabad,67,40,6,5.025,28.0,164
47996,Mumbai Indians,Chennai Super Kings,Mumbai,89,39,8,6.592592592592593,36.0,157
44311,Mumbai Indians,Rajasthan Royals,Mumbai,164,4,4,8.482758620689655,37.0,166
55423,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,90,18,2,5.294117647058823,29.0,113
16195,Delhi Capitals,Rajasthan Royals,Sharjah,97,46,6,7.864864864864865,29.0,184
33512,Rajasthan Royals,Kolkata Knight Riders,Kolkata,40,76,7,5.454545454545454,25.0,81
17683,Kolkata Knight Riders,Sunrisers Hyderabad,Abu Dhabi,78,58,9,7.548387096774194,36.0,163
2347,Mumbai Indians,Kolkata Knight Riders,Kolkata,130,26,8,8.297872340425531,45.0,173
31184,Chennai Super Kings,Rajasthan Royals,Chennai,139,40,8,10.425,56.0,246
