,batting_team,bowling_team,city,current_score,balls_left,wicket_left,crr,last_five,runs_x
49752,Royal Challengers Bangalore,Chennai Super Kings,Bangalore,116,20,6,6.96,43.0,154
2527,Kolkata Knight Riders,Mumbai Indians,Bangalore,25,90,8,5.0,25.0,107
42188,Mumbai Indians,Royal Challengers Bangalore,Mumbai,169,15,5,9.657142857142857,51.0,194
42503,Mumbai Indians,Kings XI Punjab,Mumbai,46,68,8,5.3076923076923075,31.0,174
39561,Chennai Super Kings,Mumbai Indians,Bangalore,80,53,8,7.164179104477612,50.0,187
2319,Mumbai Indians,Kolkata Knight Riders,Kolkata,86,54,8,7.818181818181818,35.0,173
57310,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,185,0,3,9.25,65.0,185
43023,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,75,45,9,6.0,37.0,174
44941,Sunrisers Hyderabad,Rajasthan Royals,Delhi,67,36,7,4.785714285714286,25.0,132
24155,Chennai Super Kings,Rajasthan Royals,Jaipur,76,48,5,6.333333333333333,35.0,109
17339,Chennai Super Kings,Delhi Capitals,Sharjah,113,28,7,7.369565217391305,34.0,179
3018,Kolkata Knight Riders,Chennai Super Kings,Chennai,65,83,8,10.54054054054054,47.0,202
20771,Kings XI Punjab,Rajasthan Royals,Abu Dhabi,70,74,9,9.130434782608695,56.0,185
27311,Royal Challengers Bangalore,Kings XI Punjab,Durban,61,61,7,6.203389830508475,34.0,145
12028,Mumbai Indians,Delhi Capitals,Delhi,48,86,10,8.470588235294118,45.0,168
14195,Kings XI Punjab,Kolkata Knight Riders,Chandigarh,91,56,8,8.53125,50.0,183
34514,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,126,46,9,10.216216216216216,59.0,205
15963,Kings XI Punjab,Sunrisers Hyderabad,Dubai,90,28,5,5.869565217391305,23.0,126
15939,Kings XI Punjab,Sunrisers Hyderabad,Dubai,72,51,7,6.260869565217392,22.0,126
10369,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,97,15,4,5.542857142857143,32.0,136
50124,Kolkata Knight Riders,Kings XI Punjab,Kolkata,127,19,5,7.544554455445544,39.0,163
12686,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,95,48,8,7.916666666666667,37.0,161
35294,Chennai Super Kings,Royal Challengers Bangalore,Bangalore,22,87,7,4.0,19.0,128
34052,Mumbai Indians,Rajasthan Royals,Jaipur,78,20,5,4.68,23.0,94
19944,Kolkata Knight Riders,Rajasthan Royals,Dubai,101,40,5,7.575,28.0,191
26094,Mumbai Indians,Rajasthan Royals,Jaipur,90,37,8,6.506024096385542,39.0,145
1733,Kings XI Punjab,Royal Challengers Bangalore,Bangalore,119,12,4,6.611111111111111,45.0,138
12651,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,49,83,9,7.945945945945946,43.0,161
48993,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,89,39,7,6.592592592592593,47.0,160
11583,Kolkata Knight Riders,Chennai Super Kings,Kolkata,110,40,7,8.25,41.0,161
11229,Kolkata Knight Riders,Delhi Capitals,Kolkata,135,23,5,8.350515463917526,56.0,178
20927,Mumbai Indians,Sunrisers Hyderabad,Sharjah,119,44,8,9.394736842105264,53.0,208
32066,Kolkata Knight Riders,Chennai Super Kings,Chennai,87,39,6,6.444444444444445,43.0,139
8390,Delhi Capitals,Mumbai Indians,Mumbai,186,8,4,9.964285714285714,73.0,213
57401,Kolkata Knight Riders,Kings XI Punjab,Kolkata,122,29,9,8.043956043956044,44.0,164
35196,Mumbai Indians,Rajasthan Royals,Mumbai,55,60,8,5.5,35.0,133
7670,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,139,0,4,6.892561983471074,49.0,139
51069,Kings XI Punjab,Mumbai Indians,Mumbai,76,67,8,8.60377358490566,38.0,177
17454,Kings XI Punjab,Royal Challengers Bangalore,Dubai,115,39,8,8.518518518518519,46.0,206
13578,Delhi Capitals,Royal Challengers Bangalore,Delhi,141,18,5,8.294117647058824,39.0,187
49124,Chennai Super Kings,Kolkata Knight Riders,Kolkata,106,30,8,7.066666666666666,47.0,154
33799,Mumbai Indians,Chennai Super Kings,Mumbai,134,19,7,7.96039603960396,48.0,164
17298,Chennai Super Kings,Delhi Capitals,Sharjah,54,68,9,6.230769230769231,40.0,179
42492,Mumbai Indians,Kings XI Punjab,Mumbai,39,79,9,5.7073170731707314,29.0,174
50715,Rajasthan Royals,Kings XI Punjab,Pune,84,45,5,6.72,31.0,162
38396,Rajasthan Royals,Kings XI Punjab,Chandigarh,50,86,9,8.823529411764707,48.0,177
47151,Chennai Super Kings,Kolkata Knight Riders,Ranchi,134,23,7,8.288659793814434,40.0,148
27789,Chennai Super Kings,Kings XI Punjab,Centurion,62,78,9,8.857142857142858,49.0,185
18283,Mumbai Indians,Kings XI Punjab,Dubai,52,75,7,6.933333333333334,30.0,176
25451,Kolkata Knight Riders,Rajasthan Royals,Kolkata,57,63,8,6.0,35.0,147
13783,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,98,65,9,10.690909090909091,42.0,212
48201,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,44,83,9,7.135135135135135,39.0,157
33730,Mumbai Indians,Chennai Super Kings,Mumbai,44,83,8,7.135135135135135,39.0,164
56403,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,80,39,6,5.925925925925926,27.0,142
12291,Mumbai Indians,Rajasthan Royals,Jaipur,58,73,9,7.404255319148936,45.0,161
54548,Royal Challengers Bangalore,Mumbai Indians,Mumbai,208,11,9,11.44954128440367,85.0,235
43806,Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,124,15,4,7.085714285714285,49.0,150
15973,Kings XI Punjab,Sunrisers Hyderabad,Dubai,100,19,5,5.9405940594059405,25.0,126
49261,Kings XI Punjab,Mumbai Indians,Chandigarh,123,18,4,7.235294117647059,26.0,156
15417,Kolkata Knight Riders,Royal Challengers Bangalore,Abu Dhabi,23,79,6,3.3658536585365852,20.0,84
42300,Chennai Super Kings,Kolkata Knight Riders,Chennai,158,24,8,9.875,52.0,200
47516,Rajasthan Royals,Kolkata Knight Riders,Ahmedabad,146,15,7,8.342857142857143,49.0,170
24405,Rajasthan Royals,Mumbai Indians,Mumbai,94,39,4,6.962962962962963,20.0,103
9862,Mumbai Indians,Chennai Super Kings,Mumbai,102,25,7,6.442105263157894,39.0,170
31827,Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,132,25,6,8.336842105263157,31.0,160
12816,Rajasthan Royals,Delhi Capitals,Jaipur,135,42,9,10.384615384615385,61.0,191
38191,Chennai Super Kings,Kolkata Knight Riders,Chennai,86,46,7,6.972972972972973,28.0,139
33430,Chennai Super Kings,Royal Challengers Bangalore,Chennai,111,37,8,8.024096385542169,41.0,183
23527,Kolkata Knight Riders,Chennai Super Kings,Chennai,76,52,5,6.705882352941177,15.0,147
975,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,108,29,7,7.1208791208791204,50.0,159
10310,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,42,72,8,5.25,23.0,136
46103,Chennai Super Kings,Rajasthan Royals,Dubai,138,0,4,6.9,34.0,140
34472,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,47,87,9,8.545454545454545,43.0,205
55250,Rajasthan Royals,Kolkata Knight Riders,Mumbai,104,63,9,10.947368421052632,53.0,199
56422,Mumbai Indians,Sunrisers Hyderabad,Hyderabad,122,20,6,7.32,56.0,142
11657,Delhi Capitals,Sunrisers Hyderabad,Hyderabad,45,89,8,8.709677419354838,42.0,155
40169,Rajasthan Royals,Kolkata Knight Riders,Jaipur,53,66,8,5.888888888888889,32.0,144
33668,Kings XI Punjab,Rajasthan Royals,Chandigarh,176,22,7,10.775510204081632,53.0,195
22399,Delhi Capitals,Sunrisers Hyderabad,Abu Dhabi,98,63,9,10.31578947368421,48.0,189
34149,Kings XI Punjab,Kolkata Knight Riders,Kolkata,68,47,6,5.589041095890411,25.0,119
35316,Chennai Super Kings,Royal Challengers Bangalore,Bangalore,35,66,6,3.888888888888889,18.0,128
38836,Rajasthan Royals,Chennai Super Kings,Jaipur,94,22,6,5.755102040816326,25.0,126
40229,Rajasthan Royals,Kolkata Knight Riders,Jaipur,132,6,5,6.947368421052632,46.0,144
28701,Chennai Super Kings,Kolkata Knight Riders,Centurion,138,26,8,8.808510638297872,48.0,188
30024,Kolkata Knight Riders,Mumbai Indians,Mumbai,57,69,10,6.705882352941177,28.0,155
7904,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,126,15,5,7.2,31.0,174
17044,Sunrisers Hyderabad,Rajasthan Royals,Dubai,52,68,9,6.0,39.0,158
39823,Royal Challengers Bangalore,Mumbai Indians,Bangalore,83,40,5,6.225,38.0,156
58421,Sunrisers Hyderabad,Kolkata Knight Riders,Delhi,36,88,9,6.75,35.0,162
25691,Royal Challengers Bangalore,Chennai Super Kings,Chennai,35,68,7,4.038461538461538,21.0,126
21141,Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah,66,75,10,8.8,39.0,194
12949,Sunrisers Hyderabad,Chennai Super Kings,Chennai,131,33,8,9.03448275862069,43.0,175
3955,Rajasthan Royals,Kolkata Knight Riders,Jaipur,141,10,3,7.6909090909090905,40.0,160
40405,Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,50,74,9,6.521739130434782,32.0,154
32562,Mumbai Indians,Kolkata Knight Riders,Kolkata,80,37,6,5.783132530120482,14.0,133
39321,Kolkata Knight Riders,Mumbai Indians,Mumbai,91,36,6,6.5,42.0,140
34389,Rajasthan Royals,Chennai Super Kings,Chennai,92,48,9,7.666666666666667,40.0,147
49763,Royal Challengers Bangalore,Chennai Super Kings,Bangalore,139,9,5,7.513513513513513,51.0,154
31086,Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,144,17,7,8.388349514563107,53.0,181
30001,Kolkata Knight Riders,Mumbai Indians,Mumbai,34,90,10,6.8,30.0,155
13626,Kolkata Knight Riders,Mumbai Indians,Kolkata,39,90,10,7.8,39.0,232
53876,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,78,59,9,7.672131147540983,32.0,167
53050,Royal Challengers Bangalore,Rajasthan Royals,Bangalore,70,71,8,8.571428571428571,41.0,200
49616,Kings XI Punjab,Rajasthan Royals,Chandigarh,119,32,6,8.113636363636363,37.0,179
36105,Chennai Super Kings,Mumbai Indians,Chennai,95,28,4,6.195652173913044,17.0,112
8429,Kings XI Punjab,Rajasthan Royals,Jaipur,29,92,9,6.214285714285714,29.0,184
11316,Mumbai Indians,Rajasthan Royals,Mumbai,96,56,10,9.0,40.0,187
47030,Sunrisers Hyderabad,Mumbai Indians,Dubai,135,21,8,8.181818181818182,53.0,172
46613,Sunrisers Hyderabad,Chennai Super Kings,Sharjah,61,68,8,7.038461538461538,39.0,145
31419,Chennai Super Kings,Mumbai Indians,Chennai,85,59,8,8.360655737704919,44.0,165
3593,Rajasthan Royals,Royal Challengers Bangalore,Bengaluru,202,3,6,10.35897435897436,74.0,217
15372,Delhi Capitals,Kings XI Punjab,Dubai,146,1,3,7.361344537815126,53.0,157
23875,Rajasthan Royals,Kolkata Knight Riders,Jaipur,55,76,8,7.5,39.0,196
54970,Mumbai Indians,Kolkata Knight Riders,Mumbai,110,24,6,6.875,36.0,171
46416,Royal Challengers Bangalore,Rajasthan Royals,Abu Dhabi,47,53,3,4.208955223880597,25.0,70
30646,Rajasthan Royals,Chennai Super Kings,Ahmedabad,62,83,9,10.054054054054054,48.0,177
41326,Kolkata Knight Riders,Chennai Super Kings,Kolkata,107,15,1,6.114285714285714,25.0,119
37839,Kings XI Punjab,Mumbai Indians,Chandigarh,113,26,7,7.212765957446808,44.0,168
30941,Royal Challengers Bangalore,Chennai Super Kings,Chennai,109,38,8,7.975609756097561,43.0,161
4945,Chennai Super Kings,Mumbai Indians,Pune,146,13,6,8.186915887850468,46.0,169
36834,Rajasthan Royals,Kolkata Knight Riders,Kolkata,77,41,7,5.848101265822785,28.0,131
30389,Chennai Super Kings,Mumbai Indians,Mumbai,53,82,8,8.368421052631579,35.0,180
11542,Kolkata Knight Riders,Chennai Super Kings,Kolkata,57,79,9,8.341463414634147,47.0,161
21410,Sunrisers Hyderabad,Kings XI Punjab,Dubai,101,59,10,9.934426229508198,45.0,201
25938,Kings XI Punjab,Kolkata Knight Riders,Kolkata,69,67,9,7.811320754716981,42.0,174
12025,Mumbai Indians,Delhi Capitals,Delhi,41,89,10,7.935483870967742,41.0,168
39906,Mumbai Indians,Chennai Super Kings,Chennai,44,80,7,6.6,34.0,148
45684,Mumbai Indians,Royal Challengers Bangalore,Dubai,75,45,6,6.0,20.0,115
57504,Sunrisers Hyderabad,Mumbai Indians,Visakhapatnam,91,51,8,7.913043478260869,32.0,177
8508,Kings XI Punjab,Rajasthan Royals,Jaipur,151,17,7,8.79611650485437,52.0,184
9634,Kings XI Punjab,Delhi Capitals,Chandigarh,150,10,4,8.181818181818182,30.0,166
12398,Kings XI Punjab,Delhi Capitals,Delhi,46,89,8,8.903225806451612,45.0,163
25575,Kings XI Punjab,Mumbai Indians,Mumbai,84,59,9,8.262295081967213,53.0,189
24486,Royal Challengers Bangalore,Mumbai Indians,Bangalore,63,57,7,6.0,28.0,122
19144,Sunrisers Hyderabad,Delhi Capitals,Dubai,77,84,10,12.833333333333334,72.0,219
3397,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,56,69,8,6.588235294117647,33.0,138
33030,Royal Challengers Bangalore,Mumbai Indians,Bangalore,47,63,8,4.947368421052632,28.0,140
39051,Royal Challengers Bangalore,Mumbai Indians,Bangalore,82,55,7,7.569230769230769,42.0,171
28657,Chennai Super Kings,Kolkata Knight Riders,Centurion,77,68,9,8.884615384615385,43.0,188
49071,Chennai Super Kings,Kolkata Knight Riders,Kolkata,36,83,9,5.837837837837838,31.0,154
47438,Rajasthan Royals,Kolkata Knight Riders,Ahmedabad,44,90,10,8.8,44.0,170
44712,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,94,25,6,5.936842105263158,35.0,130
44373,Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,82,63,10,8.631578947368421,53.0,190
26983,Kolkata Knight Riders,Royal Challengers Bangalore,Durban,115,17,5,6.699029126213592,39.0,139
9354,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,154,39,10,11.407407407407407,72.0,231
44301,Mumbai Indians,Rajasthan Royals,Mumbai,151,14,5,8.547169811320755,41.0,166
51749,Mumbai Indians,Chennai Super Kings,Mumbai,174,7,5,9.238938053097344,56.0,183
3469,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,138,0,2,6.9,30.0,138
31580,Kings XI Punjab,Rajasthan Royals,Jaipur,130,26,5,8.297872340425531,31.0,153
11119,Rajasthan Royals,Chennai Super Kings,Jaipur,127,9,3,6.864864864864865,30.0,151
20189,Sunrisers Hyderabad,Delhi Capitals,Abu Dhabi,99,43,8,7.714285714285714,37.0,162
52482,Chennai Super Kings,Royal Challengers Bangalore,Bangalore,156,17,5,9.087378640776699,50.0,181
544,Kings XI Punjab,Kolkata Knight Riders,Kolkata,58,82,9,9.157894736842104,38.0,170
50496,Kings XI Punjab,Kolkata Knight Riders,Bangalore,159,17,8,9.262135922330097,75.0,199
18531,Delhi Capitals,Royal Challengers Bangalore,Dubai,76,70,9,9.12,44.0,196
57009,Kolkata Knight Riders,Mumbai Indians,Mumbai,93,53,8,8.328358208955224,33.0,174
17544,Mumbai Indians,Rajasthan Royals,Abu Dhabi,76,74,9,9.91304347826087,46.0,193
27300,Royal Challengers Bangalore,Kings XI Punjab,Durban,52,71,7,6.36734693877551,36.0,145
30844,Kings XI Punjab,Mumbai Indians,Mumbai,143,11,2,7.871559633027523,34.0,163
46908,Rajasthan Royals,Kolkata Knight Riders,Abu Dhabi,124,20,7,7.44,50.0,152
17925,Rajasthan Royals,Royal Challengers Bangalore,Abu Dhabi,70,60,7,7.0,37.0,154
45930,Kings XI Punjab,Sunrisers Hyderabad,Sharjah,117,44,8,9.236842105263158,61.0,193
52623,Rajasthan Royals,Royal Challengers Bangalore,Ahmedabad,129,1,1,6.504201680672269,30.0,130
26326,Chennai Super Kings,Rajasthan Royals,Mumbai,79,51,8,6.869565217391305,30.0,163
39108,Royal Challengers Bangalore,Mumbai Indians,Bangalore,157,4,4,8.120689655172415,52.0,171
21793,Sunrisers Hyderabad,Kolkata Knight Riders,Abu Dhabi,68,53,8,6.08955223880597,26.0,142
13764,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,78,81,9,12.0,58.0,212
52708,Mumbai Indians,Sunrisers Hyderabad,Mumbai,106,40,7,7.95,49.0,157
57546,Sunrisers Hyderabad,Mumbai Indians,Visakhapatnam,159,10,8,8.672727272727272,60.0,177
11655,Delhi Capitals,Sunrisers Hyderabad,Hyderabad,35,90,8,7.0,35.0,155
52787,Chennai Super Kings,Kings XI Punjab,Chennai,53,86,9,9.352941176470589,49.0,192
33868,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,60,75,9,8.0,26.0,171
14478,Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,133,21,5,8.06060606060606,52.0,175
44121,Sunrisers Hyderabad,Mumbai Indians,Mumbai,76,68,9,8.76923076923077,38.0,178
37187,Kings XI Punjab,Kolkata Knight Riders,Chandigarh,67,55,8,6.184615384615385,23.0,124
14573,Chennai Super Kings,Kings XI Punjab,Chandigarh,97,48,9,8.083333333333334,48.0,170
33094,Royal Challengers Bangalore,Mumbai Indians,Bangalore,132,1,6,6.65546218487395,45.0,140
41665,Kolkata Knight Riders,Mumbai Indians,Kolkata,101,43,7,7.87012987012987,33.0,159
38586,Chennai Super Kings,Mumbai Indians,Mumbai,138,24,7,8.625,53.0,173
39857,Royal Challengers Bangalore,Mumbai Indians,Bangalore,138,8,5,7.392857142857143,49.0,156
21032,Delhi Capitals,Chennai Super Kings,Dubai,81,62,10,8.379310344827585,51.0,175
6607,Sunrisers Hyderabad,Chennai Super Kings,Pune,30,83,9,4.864864864864865,25.0,179
41707,Kolkata Knight Riders,Mumbai Indians,Kolkata,159,1,5,8.016806722689076,47.0,159
25214,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,101,53,10,9.044776119402986,47.0,197
34773,Chennai Super Kings,Rajasthan Royals,Jaipur,134,33,9,9.241379310344827,56.0,196
16324,Kolkata Knight Riders,Chennai Super Kings,Abu Dhabi,108,44,7,8.526315789473685,39.0,167
17359,Chennai Super Kings,Delhi Capitals,Sharjah,150,9,6,8.108108108108109,47.0,179
44115,Sunrisers Hyderabad,Mumbai Indians,Mumbai,70,74,9,9.130434782608695,34.0,178
35002,Rajasthan Royals,Royal Challengers Bangalore,Jaipur,81,51,8,7.043478260869565,32.0,146
19362,Royal Challengers Bangalore,Chennai Super Kings,Dubai,168,0,6,8.4,71.0,169
54729,Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,63,76,9,8.590909090909092,36.0,185
33607,Kings XI Punjab,Rajasthan Royals,Chandigarh,79,81,9,12.153846153846153,58.0,195
57283,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,125,24,7,7.8125,33.0,185
20154,Sunrisers Hyderabad,Delhi Capitals,Abu Dhabi,56,75,10,7.466666666666667,41.0,162
49142,Chennai Super Kings,Kolkata Knight Riders,Kolkata,133,13,6,7.457943925233645,53.0,154
28209,Kings XI Punjab,Mumbai Indians,Centurion,99,23,3,6.123711340206185,20.0,119
26481,Chennai Super Kings,Royal Challengers Bangalore,Port Elizabeth,145,22,7,8.877551020408163,37.0,179
24704,Royal Challengers Bangalore,Kings XI Punjab,Chandigarh,50,84,7,8.333333333333334,47.0,143
49195,Kings XI Punjab,Mumbai Indians,Chandigarh,50,83,9,8.108108108108109,34.0,156
53160,Chennai Super Kings,Kolkata Knight Riders,Chennai,49,88,9,9.1875,45.0,134
34720,Chennai Super Kings,Rajasthan Royals,Jaipur,51,84,10,8.5,44.0,196
36980,Kings XI Punjab,Kolkata Knight Riders,Kolkata,100,20,5,6.0,27.0,134
13268,Mumbai Indians,Chennai Super Kings,Chennai,46,83,9,7.45945945945946,36.0,155
41552,Rajasthan Royals,Chennai Super Kings,Chennai,131,30,7,8.733333333333333,42.0,185
8030,Sunrisers Hyderabad,Chennai Super Kings,Mumbai,147,15,5,8.4,42.0,178
12406,Kings XI Punjab,Delhi Capitals,Delhi,53,81,8,8.153846153846153,40.0,163
19103,Kolkata Knight Riders,Kings XI Punjab,Abu Dhabi,160,4,5,8.275862068965518,61.0,164
18287,Mumbai Indians,Kings XI Punjab,Dubai,53,71,7,6.489795918367347,29.0,176
28581,Mumbai Indians,Chennai Super Kings,Port Elizabeth,115,20,7,6.9,37.0,147
6552,Kolkata Knight Riders,Kings XI Punjab,Indore,212,16,6,12.23076923076923,76.0,245
51692,Mumbai Indians,Chennai Super Kings,Mumbai,61,62,6,6.310344827586207,42.0,183
21710,Royal Challengers Bangalore,Chennai Super Kings,Dubai,129,14,7,7.30188679245283,43.0,145
13550,Delhi Capitals,Royal Challengers Bangalore,Delhi,103,46,8,8.35135135135135,34.0,187
48875,Mumbai Indians,Rajasthan Royals,Ahmedabad,120,35,10,8.470588235294118,48.0,178
38231,Chennai Super Kings,Kolkata Knight Riders,Chennai,129,6,5,6.7894736842105265,37.0,139
22513,Delhi Capitals,Mumbai Indians,Dubai,51,72,7,6.375,31.0,156
23122,Chennai Super Kings,Mumbai Indians,Chennai,54,82,8,8.526315789473685,42.0,208
26994,Kolkata Knight Riders,Royal Challengers Bangalore,Durban,132,6,4,6.947368421052632,43.0,139
12730,Royal Challengers Bangalore,Chennai Super Kings,Bengaluru,152,5,4,7.930434782608696,43.0,161
7403,Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,153,15,6,8.742857142857142,26.0,172
44517,Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,63,46,6,5.108108108108108,31.0,136
29138,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,20,87,8,3.6363636363636362,19.0,135
47992,Mumbai Indians,Chennai Super Kings,Mumbai,85,43,8,6.623376623376624,36.0,157
16572,Mumbai Indians,Kings XI Punjab,Abu Dhabi,81,45,8,6.48,31.0,191
470,Sunrisers Hyderabad,Mumbai Indians,Mumbai,119,28,7,7.760869565217392,37.0,158
8806,Mumbai Indians,Royal Challengers Bangalore,Bengaluru,43,90,10,8.6,43.0,187
44908,Sunrisers Hyderabad,Rajasthan Royals,Delhi,39,69,8,4.588235294117647,32.0,132
45760,Rajasthan Royals,Kings XI Punjab,Sharjah,41,90,9,8.2,41.0,191
1108,Kings XI Punjab,Mumbai Indians,Indore,163,22,8,9.979591836734693,72.0,198
58633,Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,184,5,3,9.6,45.0,208
5178,Royal Challengers Bangalore,Kolkata Knight Riders,Bengaluru,118,23,7,7.298969072164948,38.0,175
48904,Mumbai Indians,Rajasthan Royals,Ahmedabad,161,6,8,8.473684210526315,42.0,178
56295,Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,107,22,6,6.551020408163265,48.0,142
56866,Mumbai Indians,Kings XI Punjab,Chandigarh,57,74,9,7.434782608695652,44.0,189
49997,Rajasthan Royals,Mumbai Indians,Mumbai,142,21,7,8.606060606060606,59.0,189
42575,Mumbai Indians,Kings XI Punjab,Mumbai,174,0,7,8.62809917355372,61.0,174
53442,Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,109,60,6,10.9,65.0,111
29348,Kings XI Punjab,Royal Challengers Bangalore,Bangalore,184,7,8,9.769911504424778,55.0,203
20939,Mumbai Indians,Sunrisers Hyderabad,Sharjah,142,33,7,9.793103448275861,54.0,208
27791,Chennai Super Kings,Kings XI Punjab,Centurion,67,76,9,9.136363636363637,44.0,185
58201,Royal Challengers Bangalore,Kings XI Punjab,Bangalore,53,89,10,10.258064516129032,53.0,211
19946,Kolkata Knight Riders,Rajasthan Royals,Dubai,109,38,5,7.975609756097561,35.0,191
18051,Delhi Capitals,Kolkata Knight Riders,Sharjah,98,56,9,9.1875,42.0,228
42200,Mumbai Indians,Royal Challengers Bangalore,Mumbai,187,3,3,9.58974358974359,50.0,194
8397,Delhi Capitals,Mumbai Indians,Mumbai,211,2,4,10.728813559322035,80.0,213
52074,Mumbai Indians,Royal Challengers Bangalore,Bangalore,99,51,9,8.608695652173912,49.0,209
18637,Kolkata Knight Riders,Kings XI Punjab,Sharjah,33,91,7,6.827586206896552,33.0,149
47192,Kings XI Punjab,Mumbai Indians,Mumbai,36,87,8,6.545454545454546,31.0,168
42525,Mumbai Indians,Kings XI Punjab,Mumbai,86,47,8,7.068493150684931,47.0,174
37151,Kings XI Punjab,Kolkata Knight Riders,Chandigarh,34,91,9,7.0344827586206895,34.0,124
12840,Rajasthan Royals,Delhi Capitals,Jaipur,165,18,6,9.705882352941176,43.0,191
23697,Chennai Super Kings,Royal Challengers Bangalore,Bangalore,159,7,7,8.442477876106194,67.0,178
49014,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,133,19,7,7.900990099009901,53.0,160
